filepath,label
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0930.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n1\clip_0788.npy,0
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0781.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n3\clip_0036.npy,2
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0693.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n6\clip_0829.npy,5
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0742.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0706.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0405.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n6\clip_0722.npy,5
C:\STREAMSENSE\data\source_count_splits\clips\n7\clip_0808.npy,6
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0507.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0750.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0052.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n7\clip_0326.npy,6
C:\STREAMSENSE\data\source_count_splits\clips\n3\clip_0955.npy,2
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0188.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n1\clip_0170.npy,0
C:\STREAMSENSE\data\source_count_splits\clips\n6\clip_0059.npy,5
C:\STREAMSENSE\data\source_count_splits\clips\n3\clip_0858.npy,2
C:\STREAMSENSE\data\source_count_splits\clips\n1\clip_0238.npy,0
C:\STREAMSENSE\data\source_count_splits\clips\n3\clip_0949.npy,2
C:\STREAMSENSE\data\source_count_splits\clips\n1\clip_0452.npy,0
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0545.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0081.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0071.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n6\clip_0147.npy,5
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0233.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0416.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n1\clip_0431.npy,0
C:\STREAMSENSE\data\source_count_splits\clips\n3\clip_0740.npy,2
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0646.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n6\clip_0511.npy,5
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0134.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n7\clip_0909.npy,6
C:\STREAMSENSE\data\source_count_splits\clips\n1\clip_0086.npy,0
C:\STREAMSENSE\data\source_count_splits\clips\n7\clip_0055.npy,6
C:\STREAMSENSE\data\source_count_splits\clips\n1\clip_0885.npy,0
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0205.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n6\clip_0129.npy,5
C:\STREAMSENSE\data\source_count_splits\clips\n3\clip_0229.npy,2
C:\STREAMSENSE\data\source_count_splits\clips\n3\clip_0529.npy,2
C:\STREAMSENSE\data\source_count_splits\clips\n6\clip_0314.npy,5
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0787.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n1\clip_0055.npy,0
C:\STREAMSENSE\data\source_count_splits\clips\n7\clip_0539.npy,6
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0043.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n7\clip_0805.npy,6
C:\STREAMSENSE\data\source_count_splits\clips\n1\clip_0224.npy,0
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0843.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0200.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0117.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0269.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n3\clip_0754.npy,2
C:\STREAMSENSE\data\source_count_splits\clips\n1\clip_0302.npy,0
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0866.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0337.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n7\clip_0260.npy,6
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0746.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n7\clip_0874.npy,6
C:\STREAMSENSE\data\source_count_splits\clips\n3\clip_0076.npy,2
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0053.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n6\clip_0630.npy,5
C:\STREAMSENSE\data\source_count_splits\clips\n1\clip_0421.npy,0
C:\STREAMSENSE\data\source_count_splits\clips\n7\clip_0522.npy,6
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0726.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0529.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0973.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n1\clip_0568.npy,0
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0760.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n3\clip_0521.npy,2
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0030.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n7\clip_0772.npy,6
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0453.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0980.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0867.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n1\clip_0126.npy,0
C:\STREAMSENSE\data\source_count_splits\clips\n3\clip_0231.npy,2
C:\STREAMSENSE\data\source_count_splits\clips\n7\clip_0221.npy,6
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0488.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n1\clip_0556.npy,0
C:\STREAMSENSE\data\source_count_splits\clips\n6\clip_0748.npy,5
C:\STREAMSENSE\data\source_count_splits\clips\n6\clip_0023.npy,5
C:\STREAMSENSE\data\source_count_splits\clips\n3\clip_0158.npy,2
C:\STREAMSENSE\data\source_count_splits\clips\n7\clip_0752.npy,6
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0449.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n7\clip_0480.npy,6
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0327.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n3\clip_0899.npy,2
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0475.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n3\clip_0151.npy,2
C:\STREAMSENSE\data\source_count_splits\clips\n1\clip_0437.npy,0
C:\STREAMSENSE\data\source_count_splits\clips\n7\clip_0016.npy,6
C:\STREAMSENSE\data\source_count_splits\clips\n6\clip_0346.npy,5
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0226.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n1\clip_0786.npy,0
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0677.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n1\clip_0875.npy,0
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0554.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0584.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n1\clip_0427.npy,0
C:\STREAMSENSE\data\source_count_splits\clips\n7\clip_0817.npy,6
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0734.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n7\clip_0998.npy,6
C:\STREAMSENSE\data\source_count_splits\clips\n3\clip_0942.npy,2
C:\STREAMSENSE\data\source_count_splits\clips\n6\clip_0719.npy,5
C:\STREAMSENSE\data\source_count_splits\clips\n1\clip_0612.npy,0
C:\STREAMSENSE\data\source_count_splits\clips\n7\clip_0120.npy,6
C:\STREAMSENSE\data\source_count_splits\clips\n3\clip_0954.npy,2
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0244.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n7\clip_0193.npy,6
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0526.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0532.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n7\clip_0368.npy,6
C:\STREAMSENSE\data\source_count_splits\clips\n1\clip_0060.npy,0
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0921.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n7\clip_0156.npy,6
C:\STREAMSENSE\data\source_count_splits\clips\n7\clip_0176.npy,6
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0105.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0248.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0629.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0754.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0935.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0775.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0255.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0611.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0466.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0084.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n3\clip_0572.npy,2
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0939.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n1\clip_0567.npy,0
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0190.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0344.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0877.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0924.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0734.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0078.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n6\clip_0626.npy,5
C:\STREAMSENSE\data\source_count_splits\clips\n1\clip_0203.npy,0
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0562.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0714.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n1\clip_0523.npy,0
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0596.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n7\clip_0203.npy,6
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0116.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n1\clip_0336.npy,0
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0158.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0958.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0250.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0148.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n1\clip_0521.npy,0
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0904.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n7\clip_0644.npy,6
C:\STREAMSENSE\data\source_count_splits\clips\n7\clip_0458.npy,6
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0709.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0533.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n1\clip_0106.npy,0
C:\STREAMSENSE\data\source_count_splits\clips\n7\clip_0739.npy,6
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0115.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0896.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0566.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0007.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n7\clip_0831.npy,6
C:\STREAMSENSE\data\source_count_splits\clips\n3\clip_0860.npy,2
C:\STREAMSENSE\data\source_count_splits\clips\n1\clip_0108.npy,0
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0945.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0798.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0810.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n3\clip_0679.npy,2
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0782.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n7\clip_0013.npy,6
C:\STREAMSENSE\data\source_count_splits\clips\n7\clip_0519.npy,6
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0501.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0518.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0953.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n1\clip_0424.npy,0
C:\STREAMSENSE\data\source_count_splits\clips\n7\clip_0030.npy,6
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0630.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0912.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n7\clip_0238.npy,6
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0293.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0663.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n1\clip_0699.npy,0
C:\STREAMSENSE\data\source_count_splits\clips\n6\clip_0373.npy,5
C:\STREAMSENSE\data\source_count_splits\clips\n7\clip_0498.npy,6
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0707.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0153.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0706.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0552.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n1\clip_0687.npy,0
C:\STREAMSENSE\data\source_count_splits\clips\n6\clip_0959.npy,5
C:\STREAMSENSE\data\source_count_splits\clips\n3\clip_0532.npy,2
C:\STREAMSENSE\data\source_count_splits\clips\n6\clip_0038.npy,5
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0391.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n3\clip_0487.npy,2
C:\STREAMSENSE\data\source_count_splits\clips\n1\clip_0785.npy,0
C:\STREAMSENSE\data\source_count_splits\clips\n7\clip_0754.npy,6
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0486.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0737.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0496.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n3\clip_0774.npy,2
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0572.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n3\clip_0915.npy,2
C:\STREAMSENSE\data\source_count_splits\clips\n3\clip_0611.npy,2
C:\STREAMSENSE\data\source_count_splits\clips\n3\clip_0098.npy,2
C:\STREAMSENSE\data\source_count_splits\clips\n3\clip_0116.npy,2
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0176.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0284.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n6\clip_0420.npy,5
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0093.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0794.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n6\clip_0891.npy,5
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0052.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0339.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n3\clip_0997.npy,2
C:\STREAMSENSE\data\source_count_splits\clips\n3\clip_0850.npy,2
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0585.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0172.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0913.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n6\clip_0012.npy,5
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0297.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n1\clip_0207.npy,0
C:\STREAMSENSE\data\source_count_splits\clips\n1\clip_0447.npy,0
C:\STREAMSENSE\data\source_count_splits\clips\n1\clip_0052.npy,0
C:\STREAMSENSE\data\source_count_splits\clips\n3\clip_0801.npy,2
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0079.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n1\clip_0307.npy,0
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0269.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n1\clip_0576.npy,0
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0224.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0562.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0293.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0124.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n6\clip_0550.npy,5
C:\STREAMSENSE\data\source_count_splits\clips\n7\clip_0633.npy,6
C:\STREAMSENSE\data\source_count_splits\clips\n6\clip_0317.npy,5
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0091.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0686.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0968.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n3\clip_0935.npy,2
C:\STREAMSENSE\data\source_count_splits\clips\n3\clip_0065.npy,2
C:\STREAMSENSE\data\source_count_splits\clips\n1\clip_0886.npy,0
C:\STREAMSENSE\data\source_count_splits\clips\n3\clip_0614.npy,2
C:\STREAMSENSE\data\source_count_splits\clips\n1\clip_0317.npy,0
C:\STREAMSENSE\data\source_count_splits\clips\n6\clip_0667.npy,5
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0403.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0992.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0612.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n6\clip_0683.npy,5
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0820.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n7\clip_0372.npy,6
C:\STREAMSENSE\data\source_count_splits\clips\n7\clip_0200.npy,6
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0630.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0436.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0901.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n1\clip_0490.npy,0
C:\STREAMSENSE\data\source_count_splits\clips\n3\clip_0976.npy,2
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0770.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0857.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n1\clip_0091.npy,0
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0069.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0210.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n1\clip_0085.npy,0
C:\STREAMSENSE\data\source_count_splits\clips\n1\clip_0279.npy,0
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0941.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0982.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n3\clip_0652.npy,2
C:\STREAMSENSE\data\source_count_splits\clips\n1\clip_0692.npy,0
C:\STREAMSENSE\data\source_count_splits\clips\n6\clip_0529.npy,5
C:\STREAMSENSE\data\source_count_splits\clips\n7\clip_0065.npy,6
C:\STREAMSENSE\data\source_count_splits\clips\n3\clip_0518.npy,2
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0516.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n6\clip_0715.npy,5
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0158.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0316.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0224.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n7\clip_0765.npy,6
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0016.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0642.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n6\clip_0210.npy,5
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0957.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0701.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0091.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0992.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0688.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0051.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0209.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0161.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n6\clip_0067.npy,5
C:\STREAMSENSE\data\source_count_splits\clips\n3\clip_0405.npy,2
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0126.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0923.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n3\clip_0634.npy,2
C:\STREAMSENSE\data\source_count_splits\clips\n3\clip_0351.npy,2
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0848.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n3\clip_0238.npy,2
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0069.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0995.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0975.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0399.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0830.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0827.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0889.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n3\clip_0543.npy,2
C:\STREAMSENSE\data\source_count_splits\clips\n1\clip_0235.npy,0
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0578.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n3\clip_0189.npy,2
C:\STREAMSENSE\data\source_count_splits\clips\n1\clip_0530.npy,0
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0952.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n1\clip_0134.npy,0
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0658.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n3\clip_0564.npy,2
C:\STREAMSENSE\data\source_count_splits\clips\n6\clip_0282.npy,5
C:\STREAMSENSE\data\source_count_splits\clips\n3\clip_0193.npy,2
C:\STREAMSENSE\data\source_count_splits\clips\n6\clip_0712.npy,5
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0319.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0656.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n6\clip_0734.npy,5
C:\STREAMSENSE\data\source_count_splits\clips\n6\clip_0625.npy,5
C:\STREAMSENSE\data\source_count_splits\clips\n7\clip_0068.npy,6
C:\STREAMSENSE\data\source_count_splits\clips\n7\clip_0720.npy,6
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0185.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0823.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n6\clip_0094.npy,5
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0742.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n1\clip_0221.npy,0
C:\STREAMSENSE\data\source_count_splits\clips\n1\clip_0067.npy,0
C:\STREAMSENSE\data\source_count_splits\clips\n7\clip_0908.npy,6
C:\STREAMSENSE\data\source_count_splits\clips\n3\clip_0907.npy,2
C:\STREAMSENSE\data\source_count_splits\clips\n6\clip_0689.npy,5
C:\STREAMSENSE\data\source_count_splits\clips\n6\clip_0833.npy,5
C:\STREAMSENSE\data\source_count_splits\clips\n6\clip_0311.npy,5
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0162.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n7\clip_0442.npy,6
C:\STREAMSENSE\data\source_count_splits\clips\n3\clip_0449.npy,2
C:\STREAMSENSE\data\source_count_splits\clips\n6\clip_0791.npy,5
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0313.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0528.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n7\clip_0518.npy,6
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0809.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n7\clip_0271.npy,6
C:\STREAMSENSE\data\source_count_splits\clips\n1\clip_0282.npy,0
C:\STREAMSENSE\data\source_count_splits\clips\n3\clip_0644.npy,2
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0287.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n6\clip_0731.npy,5
C:\STREAMSENSE\data\source_count_splits\clips\n6\clip_0410.npy,5
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0250.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0207.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0488.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n3\clip_0852.npy,2
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0511.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0213.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0670.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0301.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0826.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n3\clip_0166.npy,2
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0494.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0871.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0576.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0951.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0278.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n1\clip_0175.npy,0
C:\STREAMSENSE\data\source_count_splits\clips\n3\clip_0466.npy,2
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0753.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n7\clip_0211.npy,6
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0732.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n1\clip_0664.npy,0
C:\STREAMSENSE\data\source_count_splits\clips\n7\clip_0744.npy,6
